image,control1,control2,label1,label2,description1,description2,avg,label
image860.jpg,3.0,5.0,9.5,8.6,You can't make this up.,Dog sleeping on man.,9.05,1
image874.jpg,1.0,2.0,1.0,1.0,Weird humor,sad reality,1.0,0
image121.jpg,1.0,1.0,1.0,2.0,Just a pic of a woman,Smiling old woman.,1.5,0
image1596.jpg,2.0,4.0,3.0,8.8,sweet but not funny,Too cute relaxing,5.9,1
image647.jpg,1.0,1.0,1.0,1.6,A single candle,Just a candle.,1.3,0
image653.jpg,5.0,6.0,3.5,8.0,imge can not funny,to starting point soon!,5.75,1
image1582.jpg,3.0,2.0,7.3,5.9,Cheerful smiley face,Men are super happy.,6.6,1
image135.jpg,1.0,1.0,8.5,8.6,a mom is 24/7 job,Waking mom up.,8.55,1
image109.jpg,1.0,3.0,1.0,8.3,I loathe dogs.,Cute puppy made a mess,4.65,0
image1757.jpg,2.0,3.0,5.6,7.3,Dog dressed as woman.,A STYLISH DOG,6.449999999999999,1
image486.jpg,1.0,1.0,1.8,1.6,"no mouth for girl, scary","Scary big man, not funny",1.7000000000000002,0
image1031.jpg,2.0,1.0,2.8,3.5,Flying saucer light,Child sees alien.,3.15,0
image1025.jpg,3.0,4.0,1.0,6.5,A herd of ostrich,Attact of the ostriches,3.75,0
image492.jpg,1.0,1.0,2.2,7.6,idea bulb reference,Lightbulb is graduating.,4.9,0
image1743.jpg,1.0,1.0,7.9,1.0,drawings in her belly,suffocating,4.45,0
image1019.jpg,3.0,4.0,8.3,8.1,same opposite,resemblence,8.2,1
image445.jpg,1.0,1.0,1.0,1.0,This is a scary photo,aftermath?,1.0,0
image1794.jpg,1.0,1.0,3.1,4.8,Time for a story,Lone child reading.,3.95,0
image323.jpg,7.0,7.0,8.9,10.0,Eyes of baby,funny expression,9.45,1
image337.jpg,2.0,4.0,1.0,1.0,not funny at all,This is weird humor,1.0,0
image1780.jpg,2.0,5.0,1.0,7.7,not funny,Snail doctor humor.,4.35,0
image451.jpg,1.0,1.0,7.9,1.0,The guy standing,not funny,4.45,0
image479.jpg,4.0,5.0,9.0,6.5,Good hair day,Sun combing hair.,7.75,1
image309.jpg,2.0,1.0,8.4,7.7,Wine bottle,Server rips up bottle.,8.05,1
image321.jpg,7.0,8.0,6.7,9.0,child as hatched,The chicken,7.85,1
image1796.jpg,1.0,1.0,7.8,1.9,Piggy back ride,Snails are gross.,4.85,0
image447.jpg,1.0,1.0,10.0,1.4,imge is funny,Astronaut looks serious.,5.7,1
image453.jpg,5.0,2.0,7.2,7.2,He has skills,Falling on jet ski.,7.2,1
image1782.jpg,1.0,1.0,8.8,7.9,Garbage angry with humans,Trash follows a woman.,8.350000000000001,1
image335.jpg,7.0,5.0,8.6,6.8,A happy owl,Excited owl,7.699999999999999,1
image1769.jpg,1.0,2.0,7.4,9.2,Cute stairway.,Normal day routine,8.3,1
image1033.jpg,5.0,3.0,3.0,10.0,Hay on head,cute and funny,6.5,1
image484.jpg,1.0,4.0,8.6,1.0,They are in trouble,Got busted,4.8,0
image1755.jpg,6.0,5.0,7.7,5.6,elephant in room,To big for the room,6.65,1
image1741.jpg,5.0,2.0,7.4,4.9,the missing head,Wow. She is flexible.,6.15,1
image490.jpg,1.0,3.0,7.8,7.1,She is not fooling anyone,Woman has drawn on eyes.,7.449999999999999,1
image1027.jpg,1.0,2.0,7.8,7.6,Dependence on shaky tech,Tech is at risk.,7.699999999999999,1
image679.jpg,2.0,1.0,1.0,7.7,Scary picture,super hero,4.35,0
image645.jpg,3.0,2.0,9.0,1.7,This is a funny face,Tree has creepy face.,5.35,1
image1594.jpg,1.0,1.0,1.0,1.0,"sad boy, not funny",A boy sad about something,1.0,0
image123.jpg,3.0,2.0,8.3,7.1,That train is not coming,Train tracks not built.,7.7,1
image137.jpg,2.0,5.0,5.1,3.9,Happy on the ice,cute,4.5,0
image1580.jpg,3.0,2.0,7.0,7.0,Colourful car,Car overwhelmed with note,7.0,1
image889.jpg,1.0,1.0,1.7,10.0,"heartbreak, not funny",like my friend,5.85,1
image651.jpg,4.0,5.0,7.2,9.9,boxes on heads,funny kid,8.55,1
image862.jpg,1.0,4.0,6.0,1.0,Cute hearts,trying to be like others,3.5,0
image1219.jpg,2.0,1.0,5.2,1.0,Rake marshmellos,not funny,3.1,0
image876.jpg,2.0,4.0,8.1,1.0,Middle finger on head,This is offensive,4.55,0
image1557.jpg,1.0,4.0,1.0,6.8,not funny at all,The woman,3.9,0
image686.jpg,1.0,1.0,1.0,1.0,This is photo art,Paint face,1.0,0
image1231.jpg,6.0,8.0,1.0,6.2,They both need to move,BOO STONE AND SISSER,3.6,0
image1225.jpg,4.0,3.0,7.1,6.8,about to get crushed,fall over a person.,6.949999999999999,1
image692.jpg,2.0,4.0,5.5,7.7,One odd one.,Shape of the balls,6.6,1
image1543.jpg,6.0,4.0,7.8,8.9,watermelon helmets,He is winning the race,8.35,1
image719.jpg,6.0,5.0,8.2,10.0,Puppy teething toy,look at the table!,9.1,1
image731.jpg,5.0,7.0,8.6,5.1,Cute puppies sleeping,Too cute,6.85,1
image1386.jpg,1.0,1.0,1.0,1.5,A broken heart is not fun,Girl is sad.,1.25,0
image1392.jpg,3.0,5.0,7.6,1.0,reason for the stripes,sarcastic,4.3,0
image725.jpg,1.0,1.0,2.6,1.0,I got into Ivy League,Blurry,1.8,0
image916.jpg,2.0,1.0,8.6,1.0,block,Waiting in traffic,4.8,0
image1379.jpg,6.0,7.0,1.0,10.0,Grandma future,effects of technology,5.5,1
image902.jpg,4.0,6.0,6.0,10.0,Cats can be crazy.,funny me!,8.0,1
image1423.jpg,1.0,1.0,2.8,3.3,Friends,People are super happy.,3.05,0
image1345.jpg,3.0,5.0,8.9,6.5,Be more than you can be,Shark fin on fish.,7.7,1
image1351.jpg,2.0,5.0,5.1,8.6,not good if its your ball,Playing with a ball,6.85,1
image1437.jpg,5.0,2.0,5.1,7.0,Numbers,SMALL HUMANCARRYTELEPHONE,6.05,1
image74.jpg,1.0,3.0,6.7,6.3,odd man out,outer one,6.5,1
image269.jpg,3.0,5.0,6.6,6.7,cats love boxes,Cat peaking,6.65,1
image1806.jpg,6.0,5.0,6.5,8.8,car in the water,This has got to be a boat,7.65,1
image1812.jpg,7.0,8.0,8.3,8.4,road rage,You can't make this up.,8.350000000000001,1
image60.jpg,1.0,3.0,2.0,1.8,Cats are cute,Cat relaxing on chair,1.9,0
image48.jpg,1.0,1.0,6.8,4.3,manual typewriter on bus,nutty type of commuter,5.55,1
image255.jpg,1.0,1.0,7.8,10.0,silly fruit decorations,apple face,8.9,1
image1184.jpg,2.0,2.0,7.1,7.5,Sofa's crazy position,It is not going to work,7.3,1
image533.jpg,6.0,5.0,6.2,8.0,no game playing allowed,Elephant sitting on ball,7.1,1
image527.jpg,7.0,8.0,8.1,9.0,bird floating in the air,LOL funny.,8.55,1
image1190.jpg,3.0,4.0,6.8,8.3,the look on the dog,He will not eat that ball,7.550000000000001,1
image241.jpg,3.0,2.0,8.1,9.4,Country people know how,smart,8.75,1
image1609.jpg,1.0,1.0,1.0,1.0,Alone time,lonely,1.0,0
image1147.jpg,3.0,1.0,7.2,1.0,mimicking Michelangelo,The robotic hand,4.1,0
image296.jpg,2.0,2.0,7.6,6.4,glamor makeover,how the Joneses kept up,7.0,1
image1621.jpg,1.0,1.0,6.1,7.7,Not funny. Smart,Horse pulling car,6.9,1
image1635.jpg,2.0,1.0,3.4,8.7,Nurses dancing?,cool,6.05,1
image282.jpg,3.0,5.0,9.1,1.3,my life as a cartoon,It is so sad,5.2,1
image1153.jpg,1.0,1.0,1.0,1.0,A pensive woman not funny,She is in deep thought.,1.0,0
image1634.jpg,3.0,4.0,6.7,7.6,pranking the sleeper,Pranking sleeping man.,7.15,1
image1152.jpg,1.0,1.0,7.9,6.8,Changed thought ballons,thoughtful,7.35,1
image283.jpg,1.0,1.0,1.0,1.0,Fly fishing not funny.,peaceful,1.0,0
image297.jpg,4.0,6.0,1.0,6.3,I loathe dogs.,Dog is boxing.,3.65,0
image1146.jpg,5.0,6.0,6.4,7.5,The nose,Posed for the photo,6.95,1
image1620.jpg,1.0,2.0,1.7,1.0,the tanks are not funny,Sad,1.35,0
image1608.jpg,2.0,5.0,1.8,8.5,odd one,He has the wrong seat,5.15,1
image526.jpg,1.0,3.0,7.2,7.0,cat looking at screen,The cat wants to help,7.1,1
image240.jpg,1.0,1.0,1.0,7.7,This is gross. Not funny,Party barf,4.35,0
image1191.jpg,3.0,4.0,1.0,8.1,I despise dogs,He is a good helper,4.55,0
image1185.jpg,4.0,3.0,7.2,1.0,Human addiction to tech,This might be true,4.1,0
image254.jpg,1.0,2.0,7.2,10.0,ham killing diner,bags on top,8.6,1
image49.jpg,1.0,1.0,1.0,2.4,Stock photo vibes,happy working environment,1.7,0
image532.jpg,1.0,5.0,8.0,3.6,mobile,Robots w/more humanity,5.8,1
image1813.jpg,1.0,1.0,10.0,1.8,making funny face,Goat looks sad.,5.9,1
image61.jpg,2.0,1.0,7.7,8.5,Joe biden 2024,glass,8.1,1
image268.jpg,10.0,7.0,8.6,8.7,face,Fish has huge eyes.,8.649999999999999,1
image75.jpg,1.0,3.0,9.7,2.6,Who needs water.,the man,6.1499999999999995,1
image1807.jpg,1.0,1.0,7.3,2.9,I got this.. to funny.,Baseball player,5.1,1
image1350.jpg,1.0,1.0,5.3,1.0,Smile,Fake smile,3.15,0
image1436.jpg,1.0,1.0,10.0,4.4,Doctors Attitude,He is wrong and illegal,7.2,1
image1422.jpg,1.0,1.0,8.3,1.6,Dude need new teeth.,a smiling man,4.95,0
image1344.jpg,1.0,1.0,9.4,5.5,Wish I had that many hand,Woman does everything.,7.45,1
image903.jpg,2.0,2.0,8.7,9.0,people can be idiots,attitude,8.85,1
image917.jpg,1.0,2.0,8.2,1.7,Man,man looking at the stars,4.949999999999999,0
image1378.jpg,1.0,1.0,7.9,2.4,can I ship myself too,Tangled with the boxes.,5.15,1
image1393.jpg,1.0,1.0,7.6,2.1,I wouldn't eat that.,nothing funny,4.85,0
image724.jpg,5.0,1.0,5.2,9.6,egg,New birthing method,7.4,1
image730.jpg,1.0,2.0,5.8,2.6,cat hand is funny.,waiting for a high five,4.2,0
image1387.jpg,1.0,2.0,9.2,1.0,Check his seat out.,nothing funny,5.1,1
image718.jpg,1.0,1.0,10.0,1.0,funny face,sad working,5.5,1
image1224.jpg,1.0,1.0,5.6,8.5,nice to see playing w kid,kids,7.05,1
image1542.jpg,1.0,3.0,1.0,5.3,nothing funny,Danger cats.,3.15,0
image693.jpg,3.0,3.0,6.3,3.6,"Too funny, cat's ready.",A cat skateboarding,4.95,0
image687.jpg,1.0,1.0,6.1,2.4,Sliced lemon humor.,lemon squeezing itself,4.25,0
image1556.jpg,1.0,1.0,1.6,1.7,nothing funny,Woman is sad.,1.65,0
image1230.jpg,3.0,4.0,7.5,8.0,This puppy is to cute,Dog wearing glasses.,7.75,1
image1218.jpg,8.0,4.0,5.7,7.7,Check it's expression.,Mouth,6.7,1
image877.jpg,1.0,2.0,7.2,10.0,He's still tired.,face,8.6,1
image863.jpg,1.0,1.0,7.4,1.0,Didn't know they box.,Men don't fight women,4.2,0
image136.jpg,1.0,1.0,10.0,7.1,faces,People's silly faces.,8.55,1
image650.jpg,1.0,1.0,8.5,6.7,I'm gonna banana you.,Banana is a weapon.,7.6,1
image888.jpg,1.0,1.0,10.0,1.0,ironic smoking and death,nothing funny,5.5,1
image1581.jpg,1.0,1.0,1.0,7.5,Death is not funny,Woman in grave selfie.,4.25,0
image1595.jpg,2.0,1.0,9.5,2.1,underwear,Different underwear,5.8,1
image644.jpg,1.0,1.0,1.0,1.3,nothing funny,Just toilet paper.,1.15,0
image122.jpg,1.0,1.0,7.3,7.1,forcing oneself to smile,Watermelon laughing.,7.199999999999999,1
image678.jpg,1.0,6.0,10.0,6.6,Dog,Dog wants food.,8.3,1
image491.jpg,1.0,1.0,1.0,1.3,The child is sad.,Scared little girl.,1.15,0
image1740.jpg,1.0,5.0,8.3,1.0,The teacher is funny.,Cat counting,4.65,0
image1026.jpg,1.0,1.0,5.8,1.0,chickens are fun,nothing funny,3.4,0
image1032.jpg,1.0,1.0,1.0,4.9,not funny,Upclose Cow pics are cute,2.95,0
image1754.jpg,1.0,2.0,5.1,6.8,attitude,Dog is being helpful,5.949999999999999,1
image485.jpg,1.0,1.0,1.3,10.0,big ideas but no action,Aliens,5.65,1
image1768.jpg,1.0,1.0,8.3,1.5,Finally leaving the phone,Man is sad.,4.9,0
image1783.jpg,1.0,3.0,10.0,1.0,very true,chauvinist meritocracy,5.5,1
image452.jpg,1.0,2.0,10.0,7.8,Mouse,Mouse mad at a mouse.,8.9,1
image334.jpg,1.0,1.0,1.3,5.3,Truck could have killed,Truck,3.3,0
image320.jpg,2.0,2.0,9.1,9.1,Making fun of Trump,Trump telling secrets.,9.1,1
image446.jpg,1.0,1.0,7.8,8.1,"Too funny, he's banded up",Frog on crutches.,7.949999999999999,1
image1797.jpg,1.0,1.0,7.9,8.4,clouds,Statue blowing smoke.,8.15,1
image308.jpg,1.0,5.0,10.0,5.7,funny face,Shrek with stash,7.85,1
image1793.jpg,1.0,1.0,2.2,5.8,carve my eyes please,Pumpkin with sunglasses.,4.0,0
image442.jpg,1.0,1.0,8.0,1.4,A Dog Walker's photo,Just bunch of dogs.,4.7,0
image324.jpg,1.0,1.0,6.5,2.3,Mimicking Julie Andrews,The hills! Stay alive!,4.4,0
image330.jpg,1.0,1.0,3.0,4.0,Funny chemistry,Young people playing,3.5,0
image456.jpg,1.0,1.0,1.0,9.0,This might be child abuse,Baby and a shotgun.,5.0,1
image1787.jpg,1.0,1.0,8.0,8.4,story,Cops hunting a cow.,8.2,1
image318.jpg,1.0,1.0,4.3,5.8,revolutionary arrested,Color is welcomed,5.05,1
image481.jpg,1.0,3.0,9.6,1.0,Man's privates shadow.,A nude beach?,5.3,1
image1750.jpg,1.0,1.0,2.8,4.9,time waits for no one,Person running,3.85,0
image1036.jpg,1.0,1.0,4.0,1.6,Interesting photo edit,Amazing before and after,2.8,0
image1022.jpg,1.0,1.0,10.0,4.2,eyes,pretending to be awake,7.1,1
image1744.jpg,1.0,1.0,1.0,6.5,Hockey fight not funny,Head looks gone,3.75,0
image495.jpg,2.0,1.0,3.6,2.9,"Bear saying hi, funny","Hi, I come in peace",3.25,0
image1778.jpg,2.0,1.0,9.0,9.8,egg taking sun bath,Where is the plate?,9.4,1
image126.jpg,1.0,1.0,3.7,8.3,Freudian slip,Cured,6.0,1
image898.jpg,1.0,1.0,2.6,6.5,Office fun,surprise firing,4.55,0
image640.jpg,3.0,3.0,7.3,7.8,silly cow pose,Cow is photobombing.,7.55,1
image1591.jpg,1.0,1.0,5.5,6.7,Like every other kid.,stroy,6.1,1
image1585.jpg,1.0,1.0,7.7,1.6,Speech in frog voice,guilty of racketeering,4.65,0
image654.jpg,1.0,1.0,4.6,7.6,app-etite building blocks,Constructing phone apps.,6.1,1
image132.jpg,1.0,1.0,10.0,6.9,tired me!,Woman laying in seats.,8.45,1
image668.jpg,1.0,1.0,3.9,8.7,Eggs with face,Eggs are scared.,6.3,1
image8.jpg,1.0,1.0,7.3,8.8,imagine shows love.,Couple is out of touch.,8.05,1
image1234.jpg,1.0,1.0,8.6,9.6,His mask is funny.,Man in funny head gear,9.1,1
image1552.jpg,1.0,1.0,3.3,8.2,thumb bell on surf board,What about the weight.,5.75,1
image683.jpg,1.0,1.0,9.0,8.3,keep the phone clean,Phone in the dryer.,8.65,1
image697.jpg,1.0,1.0,1.0,1.0,Painting isn't funny.,Elderly man painting,1.0,0
image1546.jpg,1.0,1.0,5.7,2.4,Black and white,People look confused.,4.05,0
image1220.jpg,1.0,1.0,1.8,7.9,a device used to control,Man falls into couch.,4.8500000000000005,0
image1208.jpg,1.0,1.0,1.3,2.2,all fight antisemitism,Arms are interlocked.,1.75,0
image867.jpg,1.0,3.0,6.4,1.0,Car in water,Accidents aren't funny.,3.7,0
image873.jpg,1.0,1.0,9.1,1.0,Seaching too many years.,A picture of loneliness,5.05,1
image1383.jpg,1.0,1.0,4.1,1.7,Woman in goggles,Woman is experimenting.,2.9,0
image734.jpg,1.0,1.0,2.5,8.3,a safe for cold cash,money in frige,5.4,1
image720.jpg,1.0,1.0,1.0,1.5,A nasty looking bug,Bug looks dangerous.,1.25,0
image1397.jpg,1.0,3.0,4.4,8.4,image can not be funny,Justice taking bribes.,6.4,1
image708.jpg,1.0,2.0,4.1,8.7,Glasses,Coconut playing music.,6.3999999999999995,1
image1340.jpg,1.0,2.0,5.1,5.2,Funny boy,Man playing guitar,5.15,1
image1426.jpg,8.0,2.0,8.6,10.0,Check his smile out.,Monkey smiling,9.3,1
image1432.jpg,1.0,1.0,7.5,1.0,Largest iphone,A serious pose.,4.25,0
image1354.jpg,1.0,1.0,5.1,8.1,Five husbands waiting,Old people dating.,6.6,1
image913.jpg,1.0,1.0,1.0,1.7,Feeling invisible,Man has no reflection.,1.35,0
image907.jpg,1.0,1.0,4.1,1.0,tragedy is so yesterday,2 happy faces not funny,2.55,0
image1368.jpg,10.0,6.0,9.1,6.3,He has something to say,Shocked fish,7.699999999999999,1
image536.jpg,1.0,1.0,1.0,6.8,good but not funny,Person with jet pack.,3.9,0
image250.jpg,4.0,6.0,5.2,7.4,Funny zebra,Zebra is confused.,6.300000000000001,1
image1181.jpg,1.0,1.0,1.0,1.3,Scary not funny.,Figure is creepy.,1.15,0
image1195.jpg,1.0,3.0,1.0,7.3,I hate dogs.,Dog giving peace sign.,4.15,0
image244.jpg,1.0,1.0,5.8,2.6,How cute they share heart,two hearts beat as one,4.2,0
image59.jpg,1.0,1.0,7.7,8.6,This is helping a friend,a friend in need,8.15,1
image522.jpg,1.0,2.0,8.6,8.5,Another 1 bites the dust.,Oranges have funeral.,8.55,1
image1803.jpg,1.0,1.0,1.0,1.0,Too serious to be funny,sad reality,1.0,0
image71.jpg,1.0,1.0,1.0,2.4,Cat on scratching board,Cat is lazy.,1.7,0
image278.jpg,2.0,2.0,2.1,7.4,bath time,Man wearing a snorkel.,4.75,0
image65.jpg,3.0,2.0,7.4,7.8,Who is fatter and shorter,Bear pointing to friend,7.6,1
